MAP_SYMBOL_delay,CTYREG_EST_delay,STATE_AVG_delay,POPOVER18_delay,HSR_SYMBOL_delay,DELMCC_delay,MCONFINT_delay,FIPS,TRACT_NAME_dru,COUNTY_NAME_dru,POD_DEATH_ADJRATE_dru,POD_DEATH_L95CI_dru,POD_DEATH_U95CI_dru,POD_DEATH_STATEADJRATE_dru,POD_DEATH_STATEL95CI_dru,POD_DEATH_STATEU95CI_dru,POD_DISPLAY_dru,FPHLTH_hea,POPOVER18_hea,MAP_SYMBOL_hea,CTYREG_EST_hea,STATE_AVG_hea,HSR_SYMBOL_hea,MCONFINT_hea,POPOVER18_men,MAP_SYMBOL_men,CTYREG_EST_men,STATE_AVG_men,HSR_SYMBOL_men,MNTLD_men,MCONFINT_men,PHYSH_phy,POPOVER18_phy,MAP_SYMBOL_phy,CTYREG_EST_phy,STATE_AVG_phy,HSR_SYMBOL_phy,MCONFINT_phy,TRACT_NAME_sui,COUNTY_NAME_sui,SUICIDE_ADJRATE_sui,SUICIDE_L95CI_sui,SUICIDE_U95CI_sui,SUICIDE_STATEADJRATE_sui,SUICIDE_SL95CI_sui,SUICIDE_SU95CI_sui,SUICIDE_DISPLAY_sui
Middle Quintile,County/Regional Estimate 12.7% (95% C.I.: 9.8 - 15.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4426,Fourth Quintile,13.1,95% C.I.: 12.2 - 14.6,8067940400,"Census Tract 9404, La Plata County, Colorado",LA PLATA,,,,8.06,7.72,8.4,No Events or Data Suppressed,11.9,4426,Middle Quintile,County/Regional Estimate 9.7% (95% C.I.: 7.3 - 12.2),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 10.8 - 12.9,4426,Middle Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.4,95% C.I.: 8.6 - 10.6,9.6,4426,Fourth Quintile,County/Regional Estimate 8.4% (95% C.I.: 6.1 - 10.8),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.6 - 10.8,"Census Tract 9404, La Plata County, Colorado",LA PLATA,5.49,0.2335,17.665,19.48,18.95,20.01,Lower Than State Average
Middle Quintile,County/Regional Estimate 12.7% (95% C.I.: 9.8 - 15.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6943,Highest Quintile,13.2,95% C.I.: 12.2 - 14.3,8067970600,"Census Tract 9706, La Plata County, Colorado",LA PLATA,,,,8.06,7.72,8.4,No Events or Data Suppressed,10.6,6943,Second Quintile,County/Regional Estimate 9.7% (95% C.I.: 7.3 - 12.2),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 9.7 - 11.5,6943,Fourth Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.7,95% C.I.: 8.9 - 10.6,9.1,6943,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 6.1 - 10.8),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.3 - 10.1,"Census Tract 9706, La Plata County, Colorado",LA PLATA,20.427,9.4482,35.586,19.48,18.95,20.01,Not Different Than State Average
Middle Quintile,County/Regional Estimate 12.7% (95% C.I.: 5.1 - 20.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1735,Middle Quintile,13.0,95% C.I.: 10.6 - 17,8065961900,"Census Tract 9619, Lake County, Colorado",LAKE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,11.9,1735,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 4.7 - 22.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 10.4 - 15.1,1735,Lowest Quintile,County/Regional Estimate 4.4% (95% C.I.: 0.4 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,2.4,95% C.I.: 1.7 - 5.2,3.3,1735,Lowest Quintile,County/Regional Estimate 8.5% (95% C.I.: 3.7 - 13.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 2.5 - 5.9,"Census Tract 9619, Lake County, Colorado",LAKE,36.427,9.9596,79.468,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 12.7% (95% C.I.: 5.1 - 20.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3995,Lowest Quintile,11.3,95% C.I.: 9.2 - 15.1,8065961700,"Census Tract 9617, Lake County, Colorado",LAKE,,,,8.06,7.72,8.4,No Events or Data Suppressed,11.3,3995,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 4.7 - 22.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 9.5 - 14.3,3995,Lowest Quintile,County/Regional Estimate 4.4% (95% C.I.: 0.4 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,1.0,95% C.I.: 0.6 - 3.4,4.7,3995,Lowest Quintile,County/Regional Estimate 8.5% (95% C.I.: 3.7 - 13.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 3.7 - 7.5,"Census Tract 9617, Lake County, Colorado",LAKE,25.643,9.7375,49.099,19.48,18.95,20.01,Not Different Than State Average
Middle Quintile,County/Regional Estimate 13.3% (95% C.I.: 9.1 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3340,Fourth Quintile,12.8,95% C.I.: 11.8 - 14.6,8029965100,"Census Tract 9651, Delta County, Colorado",DELTA,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,13.9,3340,Fourth Quintile,County/Regional Estimate 17.4% (95% C.I.: 13.1 - 21.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 12.8 - 15.7,3340,Highest Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.4,95% C.I.: 10.4 - 13.1,14.7,3340,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 11.5 - 19.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 13.4 - 16.6,"Census Tract 9651, Delta County, Colorado",DELTA,22.625,7.1291,46.825,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 13.3% (95% C.I.: 9.1 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3423,Second Quintile,9.4,95% C.I.: 8.7 - 10.5,8029965200,"Census Tract 9652, Delta County, Colorado",DELTA,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,15.1,3423,Fourth Quintile,County/Regional Estimate 17.4% (95% C.I.: 13.1 - 21.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 14 - 16.5,3423,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.5,95% C.I.: 8.7 - 10.7,14.3,3423,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 11.5 - 19.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 13.2 - 15.7,"Census Tract 9652, Delta County, Colorado",DELTA,42.537,18.8053,75.817,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.3% (95% C.I.: 9.1 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2819,Middle Quintile,11.8,95% C.I.: 10.9 - 12.9,8029964600,"Census Tract 9646, Delta County, Colorado",DELTA,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,14.7,2819,Fourth Quintile,County/Regional Estimate 17.4% (95% C.I.: 13.1 - 21.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 13.7 - 16,2819,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.3,95% C.I.: 9.5 - 11.4,14.6,2819,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 11.5 - 19.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 13.4 - 15.9,"Census Tract 9646, Delta County, Colorado",DELTA,41.998000000000005,17.5037,77.03699999999999,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.3% (95% C.I.: 9.1 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3729,Middle Quintile,11.3,95% C.I.: 10.4 - 12.5,8029965000,"Census Tract 9650, Delta County, Colorado",DELTA,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,15.8,3729,Fourth Quintile,County/Regional Estimate 17.4% (95% C.I.: 13.1 - 21.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 14.6 - 17.2,3729,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.1,95% C.I.: 9.2 - 11.2,15.8,3729,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 11.5 - 19.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 14.5 - 17.3,"Census Tract 9650, Delta County, Colorado",DELTA,31.355999999999998,12.8963,57.882,19.48,18.95,20.01,Not Different Than State Average
Middle Quintile,County/Regional Estimate 13.3% (95% C.I.: 9.1 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4179,Fourth Quintile,12.1,95% C.I.: 11.2 - 13.9,8029964900,"Census Tract 9649, Delta County, Colorado",DELTA,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,14.5,4179,Fourth Quintile,County/Regional Estimate 17.4% (95% C.I.: 13.1 - 21.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 13.3 - 16.2,4179,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.8,95% C.I.: 9.9 - 12.5,14.2,4179,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 11.5 - 19.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 13 - 16.1,"Census Tract 9649, Delta County, Colorado",DELTA,20.494,7.0404,40.968,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 13.3% (95% C.I.: 9.1 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3324,Second Quintile,9.9,95% C.I.: 8.9 - 11.7,8029964800,"Census Tract 9648, Delta County, Colorado",DELTA,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,13.5,3324,Middle Quintile,County/Regional Estimate 17.4% (95% C.I.: 13.1 - 21.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 12.3 - 15.4,3324,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.0,95% C.I.: 9 - 11.8,17.1,3324,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 11.5 - 19.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 15.6 - 19.2,"Census Tract 9648, Delta County, Colorado",DELTA,24.804000000000002,7.8163,51.333999999999996,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.3% (95% C.I.: 9.1 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3068,Second Quintile,10.3,95% C.I.: 9.4 - 11.5,8029964700,"Census Tract 9647, Delta County, Colorado",DELTA,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,15.9,3068,Fourth Quintile,County/Regional Estimate 17.4% (95% C.I.: 13.1 - 21.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 14.7 - 17.3,3068,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.3,95% C.I.: 8.5 - 10.5,14.5,3068,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 11.5 - 19.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 13.3 - 15.9,"Census Tract 9647, Delta County, Colorado",DELTA,32.08,11.8531,62.168,19.48,18.95,20.01,Not Different Than State Average
Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 3.5 - 16.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3418,Fourth Quintile,16.3,95% C.I.: 14.4 - 19.3,8003960300,"Census Tract 9603, Alamosa County, Colorado",ALAMOSA,10.3099,1.7598,25.96,8.06,7.72,8.4,Not Different Than State Average,15.6,3418,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 8.3 - 19),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 13.4 - 18.5,3418,Fourth Quintile,County/Regional Estimate 9.8% (95% C.I.: 4.8 - 14.8),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.6,95% C.I.: 8.3 - 12.3,9.9,3418,Fourth Quintile,County/Regional Estimate 12.3% (95% C.I.: 7 - 17.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.2 - 12.7,"Census Tract 9603, Alamosa County, Colorado",ALAMOSA,19.973,6.6818,40.364000000000004,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 3.5 - 16.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5502,Second Quintile,10.7,95% C.I.: 9.3 - 12.8,8003960200,"Census Tract 9602, Alamosa County, Colorado",ALAMOSA,12.1199,3.1343,26.959,8.06,7.72,8.4,Not Different Than State Average,12.7,5502,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 8.3 - 19),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 11 - 15,5502,Second Quintile,County/Regional Estimate 9.8% (95% C.I.: 4.8 - 14.8),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.4,95% C.I.: 7.2 - 10.5,10.6,5502,Fourth Quintile,County/Regional Estimate 12.3% (95% C.I.: 7 - 17.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.1 - 12.9,"Census Tract 9602, Alamosa County, Colorado",ALAMOSA,49.871,22.8307,76.91199999999999,19.48,18.95,20.01,Higher Than State Average
Second Quintile,County/Regional Estimate 7.2% (95% C.I.: 0.2 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1493,Second Quintile,10.3,95% C.I.: 7.9 - 14.1,8113968102,"Census Tract 9681.02, San Miguel County, Colorado",SAN MIGUEL,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,7.8,1493,Lowest Quintile,County/Regional Estimate 11% (95% C.I.: 1.9 - 20.2),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 5.9 - 10.9,1493,Lowest Quintile,County/Regional Estimate 1.9% (95% C.I.: 0 - 4.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,2.5,95% C.I.: 1.7 - 5,6.1,1493,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 0 - 16.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 0 - 9.5,"Census Tract 9681.02, San Miguel County, Colorado",SAN MIGUEL,0.0,0.0,0.0,19.48,18.95,20.01,Lower Than State Average
Middle Quintile,County/Regional Estimate 7.2% (95% C.I.: 0.2 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1726,Fourth Quintile,12.3,95% C.I.: 9.9 - 15.4,8113968101,"Census Tract 9681.01, San Miguel County, Colorado",SAN MIGUEL,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,7.7,1726,Lowest Quintile,County/Regional Estimate 11% (95% C.I.: 1.9 - 20.2),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 6.1 - 10.1,1726,Lowest Quintile,County/Regional Estimate 1.9% (95% C.I.: 0 - 4.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,2.7,95% C.I.: 1.9 - 4.6,7.0,1726,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 0 - 16.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 0 - 9.8,"Census Tract 9681.01, San Miguel County, Colorado",SAN MIGUEL,32.85,6.8081,78.378,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 7.2% (95% C.I.: 0.2 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1667,Lowest Quintile,9.4,95% C.I.: 7.7 - 11.9,8113968103,"Census Tract 9681.03, San Miguel County, Colorado",SAN MIGUEL,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,5.9,1667,Lowest Quintile,County/Regional Estimate 11% (95% C.I.: 1.9 - 20.2),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 4.7 - 7.7,1667,Lowest Quintile,County/Regional Estimate 1.9% (95% C.I.: 0 - 4.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3.6,95% C.I.: 2.7 - 5.4,6.9,1667,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 0 - 16.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 0 - 9.2,"Census Tract 9681.03, San Miguel County, Colorado",SAN MIGUEL,28.228,5.2291,69.535,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 7.2% (95% C.I.: 0.2 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1325,Lowest Quintile,8.7,95% C.I.: 6.8 - 11.6,8113968200,"Census Tract 9682, San Miguel County, Colorado",SAN MIGUEL,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,5.8,1325,Lowest Quintile,County/Regional Estimate 11% (95% C.I.: 1.9 - 20.2),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 4.3 - 8.2,1325,Lowest Quintile,County/Regional Estimate 1.9% (95% C.I.: 0 - 4.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3.0,95% C.I.: 2.1 - 5,7.1,1325,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 0 - 16.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 0 - 9.8,"Census Tract 9682, San Miguel County, Colorado",SAN MIGUEL,,,,19.48,18.95,20.01,No Events or Data Suppressed
Highest Quintile,County/Regional Estimate 20.3% (95% C.I.: 3.7 - 36.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),674,Fourth Quintile,16.8,95% C.I.: 13.1 - 25.9,8079973600,"Census Tract 9736, Mineral County, Colorado",MINERAL,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,9.5,674,Lowest Quintile,County/Regional Estimate 8.3% (95% C.I.: 1.2 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 6.8 - 17.6,674,Lowest Quintile,County/Regional Estimate 7.4% (95% C.I.: 0.2 - 14.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,7.5,95% C.I.: 4.8 - 15.5,9.4,674,Fourth Quintile,County/Regional Estimate 8.1% (95% C.I.: 1.1 - 15.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.8 - 17.3,"Census Tract 9736, Mineral County, Colorado",MINERAL,0.0,0.0,0.0,19.48,18.95,20.01,Lower Than State Average
Fourth Quintile,County/Regional Estimate 11.7% (95% C.I.: 7.7 - 15.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),795,Highest Quintile,14.0,95% C.I.: 11.9 - 17.6,8083941100,"Census Tract 9411, Montezuma County, Colorado",MONTEZUMA,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,19.9,795,Highest Quintile,County/Regional Estimate 16.5% (95% C.I.: 12.2 - 20.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 17.9 - 22.9,795,Highest Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,18.0,95% C.I.: 15.7 - 21.5,11.5,795,Highest Quintile,County/Regional Estimate 11.1% (95% C.I.: 7.8 - 14.5),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 9.5 - 14.7,"Census Tract 9411, Montezuma County, Colorado",MONTEZUMA,,,,19.48,18.95,20.01,No Events or Data Suppressed
Second Quintile,County/Regional Estimate 11.7% (95% C.I.: 7.7 - 15.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2992,Second Quintile,11.3,95% C.I.: 10.1 - 13.7,8083969400,"Census Tract 9694, Montezuma County, Colorado",MONTEZUMA,,,,8.06,7.72,8.4,No Events or Data Suppressed,16.6,2992,Highest Quintile,County/Regional Estimate 16.5% (95% C.I.: 12.2 - 20.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 15.1 - 18.9,2992,Highest Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.5,95% C.I.: 10.2 - 13.8,10.5,2992,Fourth Quintile,County/Regional Estimate 11.1% (95% C.I.: 7.8 - 14.5),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 9.4 - 12.7,"Census Tract 9694, Montezuma County, Colorado",MONTEZUMA,30.299,11.8659,57.213,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 11.7% (95% C.I.: 7.7 - 15.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2796,Second Quintile,11.6,95% C.I.: 10.5 - 13.3,8083969100,"Census Tract 9691, Montezuma County, Colorado",MONTEZUMA,,,,8.06,7.72,8.4,No Events or Data Suppressed,14.6,2796,Fourth Quintile,County/Regional Estimate 16.5% (95% C.I.: 12.2 - 20.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 13.2 - 16.3,2796,Fourth Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.7,95% C.I.: 8.6 - 11.3,12.5,2796,Highest Quintile,County/Regional Estimate 11.1% (95% C.I.: 7.8 - 14.5),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.3 - 14.1,"Census Tract 9691, Montezuma County, Colorado",MONTEZUMA,34.013000000000005,12.5051,66.058,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 11.7% (95% C.I.: 7.7 - 15.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2194,Middle Quintile,11.9,95% C.I.: 10.7 - 13.3,8083969200,"Census Tract 9692, Montezuma County, Colorado",MONTEZUMA,,,,8.06,7.72,8.4,No Events or Data Suppressed,14.1,2194,Fourth Quintile,County/Regional Estimate 16.5% (95% C.I.: 12.2 - 20.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 12.9 - 15.7,2194,Fourth Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.6,95% C.I.: 8.6 - 11,13.0,2194,Highest Quintile,County/Regional Estimate 11.1% (95% C.I.: 7.8 - 14.5),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.8 - 14.5,"Census Tract 9692, Montezuma County, Colorado",MONTEZUMA,26.473000000000003,6.9957,58.449,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 11.7% (95% C.I.: 7.7 - 15.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2717,Second Quintile,11.7,95% C.I.: 10.6 - 13.2,8083969000,"Census Tract 9690, Montezuma County, Colorado",MONTEZUMA,,,,8.06,7.72,8.4,No Events or Data Suppressed,13.7,2717,Middle Quintile,County/Regional Estimate 16.5% (95% C.I.: 12.2 - 20.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 12.5 - 15.3,2717,Fourth Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.9,95% C.I.: 8.9 - 11.4,11.9,2717,Highest Quintile,County/Regional Estimate 11.1% (95% C.I.: 7.8 - 14.5),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 10.9 - 13.3,"Census Tract 9690, Montezuma County, Colorado",MONTEZUMA,35.653,12.5325,70.586,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 11.7% (95% C.I.: 7.7 - 15.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3948,Middle Quintile,11.7,95% C.I.: 10.5 - 13.5,8083969600,"Census Tract 9696, Montezuma County, Colorado",MONTEZUMA,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,14.5,3948,Fourth Quintile,County/Regional Estimate 16.5% (95% C.I.: 12.2 - 20.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 13.2 - 16.3,3948,Fourth Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.3,95% C.I.: 9.2 - 12,11.7,3948,Highest Quintile,County/Regional Estimate 11.1% (95% C.I.: 7.8 - 14.5),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.6 - 13.4,"Census Tract 9696, Montezuma County, Colorado",MONTEZUMA,37.201,17.3586,64.512,19.48,18.95,20.01,Not Different Than State Average
